filename,forecast_cycle,soh,bin,saved_path
2017-05-12_6C-40per_3_6C_CH33_capacity,750,0.9046,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.9_0.95\2017-05-12_6C-40per_3_6C_CH33_capacity_forecast750.csv
2017-05-12_6C-40per_3_6C_CH34_capacity,500,0.9754,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_6C-40per_3_6C_CH34_capacity_forecast500.csv
2017-05-12_6C-40per_3_6C_CH34_capacity,550,0.97,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_6C-40per_3_6C_CH34_capacity_forecast550.csv
2017-05-12_6C-40per_3_6C_CH34_capacity,750,0.8961,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.85_0.9\2017-05-12_6C-40per_3_6C_CH34_capacity_forecast750.csv
2017-05-12_6C-50per_3C_CH27_capacity,500,0.9738,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_6C-50per_3C_CH27_capacity_forecast500.csv
2017-05-12_6C-50per_3C_CH27_capacity,550,0.9693,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_6C-50per_3C_CH27_capacity_forecast550.csv
2017-05-12_6C-50per_3C_CH27_capacity,750,0.8923,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.85_0.9\2017-05-12_6C-50per_3C_CH27_capacity_forecast750.csv
2017-05-12_6C-50per_3C_CH28_capacity,500,0.9763,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_6C-50per_3C_CH28_capacity_forecast500.csv
2017-05-12_6C-50per_3C_CH28_capacity,550,0.971,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_6C-50per_3C_CH28_capacity_forecast550.csv
2017-05-12_6C-50per_3C_CH28_capacity,750,0.9233,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.9_0.95\2017-05-12_6C-50per_3C_CH28_capacity_forecast750.csv
2017-05-12_6C-50per_3_6C_CH35_capacity,500,0.967,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_6C-50per_3_6C_CH35_capacity_forecast500.csv
2017-05-12_6C-50per_3_6C_CH35_capacity,550,0.9532,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_6C-50per_3_6C_CH35_capacity_forecast550.csv
2017-05-12_6C-50per_3_6C_CH36_capacity,500,0.9756,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_6C-50per_3_6C_CH36_capacity_forecast500.csv
2017-05-12_6C-50per_3_6C_CH36_capacity,550,0.9694,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_6C-50per_3_6C_CH36_capacity_forecast550.csv
2017-05-12_6C-50per_3_6C_CH36_capacity,750,0.9079,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.9_0.95\2017-05-12_6C-50per_3_6C_CH36_capacity_forecast750.csv
2017-05-12_6C-60per_3C_CH29_capacity,500,0.9657,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_6C-60per_3C_CH29_capacity_forecast500.csv
2017-05-12_6C-60per_3C_CH29_capacity,550,0.9513,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_6C-60per_3C_CH29_capacity_forecast550.csv
2017-05-12_6C-60per_3C_CH30_capacity,500,0.9644,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_6C-60per_3C_CH30_capacity_forecast500.csv
2017-05-12_6C-60per_3C_CH30_capacity,550,0.9505,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_6C-60per_3C_CH30_capacity_forecast550.csv
2017-05-12_6C-60per_3C_CH30_capacity,750,0.8075,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.8_0.85\2017-05-12_6C-60per_3C_CH30_capacity_forecast750.csv
2017-05-12_7C-30per_3_6C_CH39_capacity,500,0.9699,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_7C-30per_3_6C_CH39_capacity_forecast500.csv
2017-05-12_7C-30per_3_6C_CH39_capacity,550,0.9607,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_7C-30per_3_6C_CH39_capacity_forecast550.csv
2017-05-12_7C-30per_3_6C_CH40_capacity,500,0.9651,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_7C-30per_3_6C_CH40_capacity_forecast500.csv
2017-05-12_7C-30per_3_6C_CH40_capacity,550,0.9468,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.9_0.95\2017-05-12_7C-30per_3_6C_CH40_capacity_forecast550.csv
2017-05-12_7C-40per_3C_CH37_capacity,500,0.9627,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_7C-40per_3C_CH37_capacity_forecast500.csv
2017-05-12_7C-40per_3C_CH37_capacity,550,0.9448,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.9_0.95\2017-05-12_7C-40per_3C_CH37_capacity_forecast550.csv
2017-05-12_7C-40per_3C_CH38_capacity,500,0.9481,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.9_0.95\2017-05-12_7C-40per_3C_CH38_capacity_forecast500.csv
2017-05-12_7C-40per_3C_CH38_capacity,550,0.9162,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.9_0.95\2017-05-12_7C-40per_3C_CH38_capacity_forecast550.csv
2017-05-12_7C-40per_3_6C_CH41_capacity,500,0.9436,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.9_0.95\2017-05-12_7C-40per_3_6C_CH41_capacity_forecast500.csv
2017-05-12_7C-40per_3_6C_CH41_capacity,550,0.8959,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.85_0.9\2017-05-12_7C-40per_3_6C_CH41_capacity_forecast550.csv
2017-05-12_7C-40per_3_6C_CH42_capacity,500,0.9412,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.9_0.95\2017-05-12_7C-40per_3_6C_CH42_capacity_forecast500.csv
2017-05-12_7C-40per_3_6C_CH42_capacity,550,0.8947,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.85_0.9\2017-05-12_7C-40per_3_6C_CH42_capacity_forecast550.csv
2017-05-12_8C-15per_3_6C_CH43_capacity,500,0.9795,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_8C-15per_3_6C_CH43_capacity_forecast500.csv
2017-05-12_8C-15per_3_6C_CH43_capacity,550,0.9748,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_8C-15per_3_6C_CH43_capacity_forecast550.csv
2017-05-12_8C-15per_3_6C_CH43_capacity,750,0.9343,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.9_0.95\2017-05-12_8C-15per_3_6C_CH43_capacity_forecast750.csv
2017-05-12_8C-15per_3_6C_CH44_capacity,500,0.9792,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_8C-15per_3_6C_CH44_capacity_forecast500.csv
2017-05-12_8C-15per_3_6C_CH44_capacity,550,0.9756,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.95_1.0\2017-05-12_8C-15per_3_6C_CH44_capacity_forecast550.csv
2017-05-12_8C-15per_3_6C_CH44_capacity,750,0.9551,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_750\bin_0.95_1.0\2017-05-12_8C-15per_3_6C_CH44_capacity_forecast750.csv
2017-05-12_8C-25per_3_6C_CH45_capacity,500,0.9577,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_8C-25per_3_6C_CH45_capacity_forecast500.csv
2017-05-12_8C-25per_3_6C_CH45_capacity,550,0.9335,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.9_0.95\2017-05-12_8C-25per_3_6C_CH45_capacity_forecast550.csv
2017-05-12_8C-25per_3_6C_CH46_capacity,500,0.9518,bin_0.95_1.0,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.95_1.0\2017-05-12_8C-25per_3_6C_CH46_capacity_forecast500.csv
2017-05-12_8C-25per_3_6C_CH46_capacity,550,0.9187,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.9_0.95\2017-05-12_8C-25per_3_6C_CH46_capacity_forecast550.csv
2017-05-12_8C-35per_3_6C_CH47_capacity,500,0.9154,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.9_0.95\2017-05-12_8C-35per_3_6C_CH47_capacity_forecast500.csv
2017-05-12_8C-35per_3_6C_CH47_capacity,550,0.8717,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.85_0.9\2017-05-12_8C-35per_3_6C_CH47_capacity_forecast550.csv
2017-05-12_8C-35per_3_6C_CH48_capacity,500,0.9123,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.9_0.95\2017-05-12_8C-35per_3_6C_CH48_capacity_forecast500.csv
2017-05-12_8C-35per_3_6C_CH48_capacity,550,0.8608,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.85_0.9\2017-05-12_8C-35per_3_6C_CH48_capacity_forecast550.csv
2017-06-30_3_6C-2per_4_85C_CH14_capacity,500,0.7826,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_3_6C-2per_4_85C_CH14_capacity_forecast500.csv
2017-06-30_3_6C-30per_6C_CH15_capacity,500,0.83,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_3_6C-30per_6C_CH15_capacity_forecast500.csv
2017-06-30_3_6C-9per_5C_CH16_capacity,500,0.8778,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.85_0.9\2017-06-30_3_6C-9per_5C_CH16_capacity_forecast500.csv
2017-06-30_3_6C-9per_5C_CH16_capacity,550,0.8313,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.8_0.85\2017-06-30_3_6C-9per_5C_CH16_capacity_forecast550.csv
2017-06-30_4C-13per_5C_CH27_capacity,500,0.7757,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_4C-13per_5C_CH27_capacity_forecast500.csv
2017-06-30_4C-40per_6C_CH29_capacity,500,0.7895,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_4C-40per_6C_CH29_capacity_forecast500.csv
2017-06-30_4C-4per_4_85C_CH30_capacity,500,0.7815,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_4C-4per_4_85C_CH30_capacity_forecast500.csv
2017-06-30_4_4C-24per_5C_CH17_capacity,500,0.8063,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_4_4C-24per_5C_CH17_capacity_forecast500.csv
2017-06-30_4_4C-47per_5_5C_CH18_capacity,500,0.806,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_4_4C-47per_5_5C_CH18_capacity_forecast500.csv
2017-06-30_4_4C-8per_4_85C_CH20_capacity,500,0.8095,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_4_4C-8per_4_85C_CH20_capacity_forecast500.csv
2017-06-30_4_65C-19per_4_85C_CH21_capacity,500,0.7941,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_4_65C-19per_4_85C_CH21_capacity_forecast500.csv
2017-06-30_4_65C-44per_5C_CH22_capacity,500,0.8306,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_4_65C-44per_5C_CH22_capacity_forecast500.csv
2017-06-30_4_65C-69per_6C_CH23_capacity,500,0.8516,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.85_0.9\2017-06-30_4_65C-69per_6C_CH23_capacity_forecast500.csv
2017-06-30_4_65C-69per_6C_CH23_capacity,550,0.7838,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.0_0.8\2017-06-30_4_65C-69per_6C_CH23_capacity_forecast550.csv
2017-06-30_4_8C-80per_4_8C_CH4_capacity,500,0.8116,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_4_8C-80per_4_8C_CH4_capacity_forecast500.csv
2017-06-30_4_9C-61per_4_5C_CH25_capacity,500,0.8323,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_4_9C-61per_4_5C_CH25_capacity_forecast500.csv
2017-06-30_4_9C-69per_4_25C_CH26_capacity,500,0.8107,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_4_9C-69per_4_25C_CH26_capacity_forecast500.csv
2017-06-30_5_2C-10per_4_75C_CH31_capacity,500,0.7838,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_5_2C-10per_4_75C_CH31_capacity_forecast500.csv
2017-06-30_5_2C-37per_4_5C_CH32_capacity,500,0.8001,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_5_2C-37per_4_5C_CH32_capacity_forecast500.csv
2017-06-30_5_2C-50per_4_25C_CH33_capacity,500,0.8448,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_5_2C-50per_4_25C_CH33_capacity_forecast500.csv
2017-06-30_5_2C-58per_4C_CH34_capacity,500,0.8431,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_5_2C-58per_4C_CH34_capacity_forecast500.csv
2017-06-30_5_2C-66per_3_5C_CH35_capacity,500,0.8164,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_5_2C-66per_3_5C_CH35_capacity_forecast500.csv
2017-06-30_5_6C-25per_4_5C_CH37_capacity,500,0.8642,bin_0.85_0.9,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.85_0.9\2017-06-30_5_6C-25per_4_5C_CH37_capacity_forecast500.csv
2017-06-30_5_6C-25per_4_5C_CH37_capacity,550,0.7814,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.0_0.8\2017-06-30_5_6C-25per_4_5C_CH37_capacity_forecast550.csv
2017-06-30_5_6C-38per_4_25C_CH38_capacity,500,0.7686,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_5_6C-38per_4_25C_CH38_capacity_forecast500.csv
2017-06-30_5_6C-5per_4_75C_CH41_capacity,500,0.8119,bin_0.8_0.85,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.8_0.85\2017-06-30_5_6C-5per_4_75C_CH41_capacity_forecast500.csv
2017-06-30_6C-4per_4_75C_CH46_capacity,500,0.7934,bin_0.0_0.8,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.0_0.8\2017-06-30_6C-4per_4_75C_CH46_capacity_forecast500.csv
2017-06-30_6C-60per_3C_CH48_capacity,500,0.9465,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_500\bin_0.9_0.95\2017-06-30_6C-60per_3C_CH48_capacity_forecast500.csv
2017-06-30_6C-60per_3C_CH48_capacity,550,0.9347,bin_0.9_0.95,C:\Users\seung won\Desktop\대학\2025 여름방학 URP\data\토요타\classified_curves\forecast_550\bin_0.9_0.95\2017-06-30_6C-60per_3C_CH48_capacity_forecast550.csv
